site,safra,material,ciclo,epoca,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,depth,PH_CACL2,PH_AGUA,MO_GDM3,P_meh_MG_DM3,P_res_MG_DM3,K_MG_DM3,CA_CMOLCDM3,MG_CMOLCDM3,AL_CMOLCDM3,H_Al_CMOLCDM3,SOM_BASES,CTC,SAT_BASES,S_MG_DM3,ZN_MG_DM3,B_MG_DM3,CU_MG_DM3,MN_MG_DM3,FE_MG_DM3,REL_CAMG,SATPOR_K,SATPOR_CA,SATPOR_MG,SATPOR_H,SATDE_AL,ARGILA,productivity
dourados,2016-2017,5,121,2,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,41
dourados,2016-2017,c,116,A,0,1,0,1,0,0,0,1,0,1,0,00-20,5.8,6.4,30,14,52.88,0.25,5.2,2.3,0,2.8,7.8,10.6,73,37,1.8,0.21,10,42,22,2.3,1.16,55.3,15.78,27.7,0,67,68.2
dourados,2016-2017,c,116,A,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,68.2
dourados,2016-2017,a,131,A,0,1,0,1,0,0,0,1,0,1,0,00-20,5.8,6.4,30,14,52.88,0.25,5.2,2.3,0,2.8,7.8,10.6,73,37,1.8,0.21,10,42,22,2.3,1.16,55.3,15.78,27.7,0,67,74.1
dourados,2016-2017,a,131,A,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,74.1
dourados,2016-2017,f,120,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.8,6.4,30,14,52.88,0.25,5.2,2.3,0,2.8,7.8,10.6,73,37,1.8,0.21,10,42,22,2.3,1.16,55.3,15.78,27.7,0,67,60.5
dourados,2016-2017,f,120,1,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,60.5
dourados,2016-2017,f,116,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.8,6.4,30,14,52.88,0.25,5.2,2.3,0,2.8,7.8,10.6,73,37,1.8,0.21,10,42,22,2.3,1.16,55.3,15.78,27.7,0,67,63.6
dourados,2016-2017,f,116,1,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,63.6
dourados,2016-2017,s,132,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.8,6.4,30,14,52.88,0.25,5.2,2.3,0,2.8,7.8,10.6,73,37,1.8,0.21,10,42,22,2.3,1.16,55.3,15.78,27.7,0,67,44.4
dourados,2016-2017,s,132,1,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,44.4
dourados,2016-2017,a,111,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.8,6.4,30,14,52.88,0.25,5.2,2.3,0,2.8,7.8,10.6,73,37,1.8,0.21,10,42,22,2.3,1.16,55.3,15.78,27.7,0,67,41.1
dourados,2016-2017,a,111,2,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,41.1
dourados,2016-2017,b,120,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.8,6.4,30,14,52.88,0.25,5.2,2.3,0,2.8,7.8,10.6,73,37,1.8,0.21,10,42,22,2.3,1.16,55.3,15.78,27.7,0,67,63.7
dourados,2016-2017,b,120,1,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,63.7
dourados,2016-2017,t,124,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.8,6.4,30,14,52.88,0.25,5.2,2.3,0,2.8,7.8,10.6,73,37,1.8,0.21,10,42,22,2.3,1.16,55.3,15.78,27.7,0,67,45.5
dourados,2016-2017,t,124,1,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,45.5
dourados,2016-2017,b,111,2,0,1,0,1,0,0,0,1,0,1,0,00-20,5.8,6.4,30,14,52.88,0.25,5.2,2.3,0,2.8,7.8,10.6,73,37,1.8,0.21,10,42,22,2.3,1.16,55.3,15.78,27.7,0,67,41.2
dourados,2016-2017,b,111,2,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,41.2
dourados,2016-2017,t,113,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.8,6.4,30,14,52.88,0.25,5.2,2.3,0,2.8,7.8,10.6,73,37,1.8,0.21,10,42,22,2.3,1.16,55.3,15.78,27.7,0,67,62.4
dourados,2016-2017,t,113,1,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,62.4
dourados,2016-2017,b,126,1,0,1,0,1,0,0,0,1,0,1,0,00-20,5.8,6.4,30,14,52.88,0.25,5.2,2.3,0,2.8,7.8,10.6,73,37,1.8,0.21,10,42,22,2.3,1.16,55.3,15.78,27.7,0,67,64.8
dourados,2016-2017,b,126,1,0,1,0,1,0,0,0,1,0,1,0,20-40,4.4,5.4,36,11.66,52.88,0.68,6.75,0.4,0.4,7.38,4.12,13.45,39.23,2,0.5,0.39,13.4,61,18,23.5,6.5,34.28,2.7,72.7,18.46,70,64.8
dourados,2017-2018,n,129.5,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,69.2667
dourados,2017-2018,n,129.5,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,69.2667
dourados,2017-2018,n,127.5,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,70.1333
dourados,2017-2018,n,127.5,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,70.1333
dourados,2017-2018,n,128,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,69.4
dourados,2017-2018,n,128,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,69.4
dourados,2017-2018,x,130.5,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,68.3
dourados,2017-2018,x,130.5,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,68.3
dourados,2017-2018,t,134,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,69.0333
dourados,2017-2018,t,134,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,69.0333
dourados,2017-2018,f,128,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,68.5667
dourados,2017-2018,f,128,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,68.5667
dourados,2017-2018,n,124,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,68.3
dourados,2017-2018,n,124,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,68.3
dourados,2017-2018,h,113.5,A,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,76
dourados,2017-2018,h,113.5,A,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,76
dourados,2017-2018,b,111,A,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,75.7333
dourados,2017-2018,b,111,A,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,75.7333
dourados,2017-2018,s,110,A,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,75.5
dourados,2017-2018,s,110,A,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,75.5
dourados,2017-2018,b,122,A,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,75.3667
dourados,2017-2018,b,122,A,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,75.3667
dourados,2017-2018,s,126.5,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,74.8667
dourados,2017-2018,s,126.5,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,74.8667
dourados,2017-2018,d,129.5,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,74.8333
dourados,2017-2018,d,129.5,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,74.8333
dourados,2017-2018,b,134,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,74.4
dourados,2017-2018,b,134,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,74.4
dourados,2017-2018,m,124,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,74.1
dourados,2017-2018,m,124,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,74.1
dourados,2017-2018,a,129,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,73.8333
dourados,2017-2018,a,129,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,73.8333
dourados,2017-2018,n,120,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,73.6667
dourados,2017-2018,n,120,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,73.6667
dourados,2017-2018,m,125.5,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,73.3333
dourados,2017-2018,m,125.5,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,73.3333
dourados,2017-2018,s,123,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,72.9667
dourados,2017-2018,s,123,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,72.9667
dourados,2017-2018,s,127,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,72.5333
dourados,2017-2018,s,127,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,72.5333
dourados,2017-2018,n,125.5,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,72.4
dourados,2017-2018,n,125.5,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,72.4
dourados,2017-2018,b,127.5,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,71.3
dourados,2017-2018,b,127.5,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,71.3
dourados,2017-2018,m,126.5,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,70.9
dourados,2017-2018,m,126.5,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,70.9
dourados,2017-2018,a,128,1,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,70.7333
dourados,2017-2018,a,128,1,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,70.7333
dourados,2017-2018,a,120.5,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,60.8667
dourados,2017-2018,a,120.5,2,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,60.8667
dourados,2017-2018,f,111.5,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,60.8667
dourados,2017-2018,f,111.5,2,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,60.8667
dourados,2017-2018,a,113.5,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,60.7
dourados,2017-2018,a,113.5,2,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,60.7
dourados,2017-2018,n,113.5,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,60.3667
dourados,2017-2018,n,113.5,2,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,60.3667
dourados,2017-2018,a,112.5,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,60.2667
dourados,2017-2018,a,112.5,2,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,60.2667
dourados,2017-2018,b,116.5,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,60.1333
dourados,2017-2018,b,116.5,2,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,60.1333
dourados,2017-2018,b,115.5,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,60.0333
dourados,2017-2018,b,115.5,2,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,60.0333
dourados,2017-2018,b,114,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,59.7
dourados,2017-2018,b,114,2,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,59.7
dourados,2017-2018,f,119.5,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,59.7
dourados,2017-2018,f,119.5,2,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,59.7
dourados,2017-2018,b,111,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,59.6667
dourados,2017-2018,b,111,2,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,59.6667
dourados,2017-2018,t,110,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,59.2
dourados,2017-2018,t,110,2,0,1,0,0,1,0,1,0,0,0,1,20-40,4.7,5.5,20.4,1.6,52.88,0.03,3.2,0.8,0.4,5,4.1,9.1,44.7,47.3,1.3,0.29,8.9,51.2,26.2,3.8,0.3,35.2,9.2,50.8,4.5,62.3,59.2
dourados,2017-2018,f,115,2,0,1,0,0,1,0,1,0,0,0,1,00-20,5,5.7,27.4,11.8,52.88,0.22,5.3,1.4,0,5.7,6.9,12.7,54.8,23.7,2.5,0.37,12.1,79.5,24.1,3.7,1.7,41.8,11.2,45.2,0,60.2,59.0667
