material,site,ciclo,safra,epoca,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,productivity
sy,naviraí,129,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,59
br,naviraí,124,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,57.9
na,naviraí,145,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,56.4
fu,naviraí,122,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,55.3
m6,naviraí,123,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,55.3
br,caarapó,122,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,56.7
br,naviraí,124,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,54.1
ig,naviraí,126,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,53.8
5d,naviraí,130,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,52.7
ns,naviraí,120,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,52
br,naviraí,103,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,51.4
fu,naviraí,116,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,51.3
ft,naviraí,128,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,56.4
br,naviraí,114,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,56.2
br,dourados,115,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,64.1
tm,sãogabrieldooeste,113,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,78.1
fp,sãogabrieldooeste,106,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,77.6
ft,pontaporã,124,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,70.6
5d,pontaporã,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,69.6
br,pontaporã,121,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,69.3
na,dourados,125,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,46.5
ig,pontaporã,112,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,63.7
ns,pontaporã,115,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,62.8
br,naviraí,126,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,66
vm,pontaporã,117,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,60.8
fp,dourados,106,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,43.2
ft,anastácio,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,43
br,anastácio,106,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,41.9
ig,maracaju,123,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,79.4
br,maracaju,110,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,77.3
sy,maracaju,120,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,76.6
sy,maracaju,117,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,75.3
br,maracaju,117,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,74.1
fp,maracaju,107,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,73.6
ms,riobrilhante,111,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,56.9
na,riobrilhante,106,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,55.6
br,riobrilhante,112,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,54.1
fp,riobrilhante,129,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,52.9
br,riobrilhante,109,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,52.5
cd,riobrilhante,107,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,49.3
br,antôniojoão,101,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,66.2
do,riobrilhante,136,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,72.2
tm,riobrilhante,113,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,69.2
br,riobrilhante,122,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,68.9
ig,sãogabrieldooeste,124,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,41.2
ig,sãogabrieldooeste,128,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,40
vt,aralmoreira,113,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,67.8
5g,sãogabrieldooeste,116,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,33.6
br,riobrilhante,108,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,67.1
m6,riobrilhante,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,66.9
ns,riobrilhante,110,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,66.7
vm,aralmoreira,116,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,63.2
br,aralmoreira,128,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,63
fp,aralmoreira,121,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,62.7
sy,naviraí,131,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,54.7
ms,riobrilhante,125,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,47.6
sy,aralmoreira,132,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,55.5
sy,aralmoreira,106,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,54.2
br,aralmoreira,125,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,52.2
br,aralmoreira,118,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,50.2
br,aralmoreira,113,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,48.3
tm,riobrilhante,115,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,65.4
cd,riobrilhante,108,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,65.3
sy,riobrilhante,118,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,64.7
ro,aralmoreira,116,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,65
br,riobrilhante,111,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,62.9
sy,riobrilhante,112,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,60.7
na,riobrilhante,109,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,60.3
br,riobrilhante,117,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,59.9
na,riobrilhante,118,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,57.9
br,riobrilhante,110,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,55.7
br,riobrilhante,122,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,55.4
cd,riobrilhante,117,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,48.2
br,sãogabrieldooeste,121,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,80.9
br,sãogabrieldooeste,113,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,80.8
vm,sãogabrieldooeste,118,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,77.7
ro,sãogabrieldooeste,113,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,76.6
fp,sãogabrieldooeste,116,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,76.4
br,sãogabrieldooeste,116,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,76
ig,sãogabrieldooeste,118,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,75.3
br,maracaju,117,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,50.4
br,maracaju,113,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,50
cd,sãogabrieldooeste,99,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,72.6
tm,sãogabrieldooeste,121,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,71.8
na,sãogabrieldooeste,107,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,71.6
na,sãogabrieldooeste,114,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,71.6
vm,sãogabrieldooeste,104,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,71.4
ns,sãogabrieldooeste,120,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,71.1
fu,sãogabrieldooeste,119,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,70.2
as,sãogabrieldooeste,117,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,69.2
sy,sãogabrieldooeste,102,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,69
an,sãogabrieldooeste,118,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,69
na,sãogabrieldooeste,120,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,69
br,sãogabrieldooeste,113,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,68.9
cd,sãogabrieldooeste,100,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,67.6
na,sãogabrieldooeste,113,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,66.2
br,sãogabrieldooeste,109,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,66.1
ms,sãogabrieldooeste,115,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,66
br,sãogabrieldooeste,99,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,66
5g,sãogabrieldooeste,120,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,65.8
ft,sãogabrieldooeste,113,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,64.5
br,sãogabrieldooeste,103,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,61
sy,sãogabrieldooeste,95,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,59.6
ms,sãogabrieldooeste,101,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,57.9
cd,sãogabrieldooeste,102,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,57.5
st,sãogabrieldooeste,107,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,55.9
br,sãogabrieldooeste,98,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,55.4
br,sãogabrieldooeste,117,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,72.7
na,sãogabrieldooeste,115,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,68.5
sy,sãogabrieldooeste,102,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,68.2
fp,sãogabrieldooeste,110,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,68
ns,sãogabrieldooeste,103,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,67.5
na,sãogabrieldooeste,100,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,66.5
na,sãogabrieldooeste,110,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,66.4
br,sãogabrieldooeste,106,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,65.8
tm,sãogabrieldooeste,113,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,64.8
br,sãogabrieldooeste,112,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,64.7
vm,sãogabrieldooeste,112,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,64.7
ig,sãogabrieldooeste,104,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,61.2
m6,maracaju,114,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,62.6
br,sãogabrieldooeste,104,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,59.5
cd,sãogabrieldooeste,113,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,59.5
sy,sãogabrieldooeste,112,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,59.1
ms,sãogabrieldooeste,117,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,58.3
na,sãogabrieldooeste,101,2010-2011,4,0,0,1,1,0,0,1,0,1,0,0,57.2
ms,sãogabrieldooeste,118,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,57.2
ft,sãogabrieldooeste,113,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,57
st,sãogabrieldooeste,109,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,56.7
cd,sãogabrieldooeste,102,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,56.5
as,sãogabrieldooeste,116,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,54.7
br,sãogabrieldooeste,112,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,54.4
br,sãogabrieldooeste,111,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,54.3
br,sãogabrieldooeste,116,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,52.7
br,sãogabrieldooeste,115,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,52.6
cd,sãogabrieldooeste,112,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,51
sy,sãogabrieldooeste,115,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,50.8
vm,maracaju,114,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,54.1
ms,sãogabrieldooeste,108,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,45.1
sy,sãogabrieldooeste,106,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,41.8
m6,naviraí,105,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,60.5
ig,sãogabrieldooeste,96,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,37.4
br,sãogabrieldooeste,106,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,30.8
vm,sãogabrieldooeste,110,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,30.2
ig,sãogabrieldooeste,115,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,29.3
fp,sãogabrieldooeste,141,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,61.3
br,sãogabrieldooeste,108,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,61.1
br,sãogabrieldooeste,110,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,59.9
br,sãogabrieldooeste,109.5,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,59.7
ms,sãogabrieldooeste,141,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,59
br,maracaju,110,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,46.8
br,maracaju,112,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,45.3
br,riobrilhante,100,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,63.6
cd,maracaju,104,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,43.1
tm,caarapó,107,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,55.2
cd,maracaju,111,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,40.2
cd,maracaju,113,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,38.8
vm,sãogabrieldooeste,90,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,54.7
ft,sãogabrieldooeste,134,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,54.6
br,sãogabrieldooeste,119,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,54.4
br,caarapó,148,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,61
fp,sãogabrieldooeste,137,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,54.6
tm,sãogabrieldooeste,122,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,53.4
na,sãogabrieldooeste,120,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,50.7
br,sãogabrieldooeste,143,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,50.7
vm,sãogabrieldooeste,135,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,50.2
na,sãogabrieldooeste,133,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,49.8
vm,sãogabrieldooeste,133,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,49.7
br,sãogabrieldooeste,142,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,49.2
br,naviraí,112,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,59.3
ro,naviraí,112,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,57.1
br,sãogabrieldooeste,142,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,45.5
na,sãogabrieldooeste,137,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,43.5
br,sãogabrieldooeste,112,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,41.4
cd,sãogabrieldooeste,130,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,37.7
br,sãogabrieldooeste,130,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,35.8
br,sãogabrieldooeste,130,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,34.1
cd,sãogabrieldooeste,120,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,33.4
br,sãogabrieldooeste,137,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,33.4
br,sidrolândia,137,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,69
sy,naviraí,137,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,73.7
br,naviraí,133,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,72.7
br,sidrolândia,130,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,63.3
br,sidrolândia,127,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,62.7
br,sidrolândia,127,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,62.6
m6,sidrolândia,130,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,61.9
br,sidrolândia,160,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,61.3
fp,sidrolândia,128,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,61.2
fp,sidrolândia,121,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,59.4
br,sidrolândia,121,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,59.3
5d,pontaporã,124,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,60.7
br,sidrolândia,111,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,59.2
ig,sidrolândia,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,59.1
br,sidrolândia,121,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,58.8
5d,sidrolândia,121,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,57.8
vm,sidrolândia,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,57.2
5d,sidrolândia,111,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,56.7
br,sidrolândia,126,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,56.5
br,naviraí,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,63.2
na,sidrolândia,124,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,55.1
vm,sidrolândia,132,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,50.9
na,sidrolândia,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,50.5
fu,sidrolândia,111,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,50.4
m6,sidrolândia,113,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,49.4
br,sidrolândia,121,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,49.2
ns,sidrolândia,108,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,45.8
5g,sonora,124,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,63.6
sy,sonora,130,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,61.4
br,sonora,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,58.9
fp,sonora,132,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,58
br,sonora,114,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,56.6
na,sonora,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,56.2
ms,sonora,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,55.6
na,sonora,121,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,54.6
cd,sonora,137,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,53.7
ms,sonora,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,53.6
as,sonora,118,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,52.2
cd,sonora,115,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,47.7
ro,sonora,125,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,47.2
vt,sonora,146,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,46
tm,sonora,113,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,33.9
sy,caarapó,134,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,71.1
sy,naviraí,134,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,62.8
tm,naviraí,106,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,61.9
br,dourados,106,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,56.4
cd,dourados,116,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,47.7
fp,dourados,106,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,73.9
ro,dourados,113,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,70
do,dourados,133,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,67.6
br,aralmoreira,110,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,73.8
br,naviraí,113,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,55.9
na,aralmoreira,106,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,63.9
br,sãogabrieldooeste,120,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,62.5
na,aralmoreira,115,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,62.2
vm,aralmoreira,120,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,61.8
ms,sãogabrieldooeste,121,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,46.3
sy,sãogabrieldooeste,110,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,72.8
do,pontaporã,120,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,63
m6,pontaporã,110,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,62.3
br,anastácio,120,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,44.2
na,dourados,115,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,39.6
sy,caarapó,121,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,70.1
br,caarapó,115,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,65
ig,caarapó,121,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,62.5
vm,maracaju,106,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,72.7
na,maracaju,122,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,70.8
ig,antôniojoão,110,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,66.6
sy,caarapó,121,2010-2011,3,0,0,1,1,0,0,1,0,1,0,0,52.5
br,caarapó,111,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,73.1
m6,antôniojoão,112,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,60.9
ig,antôniojoão,113,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,59.1
br,antôniojoão,109,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,57.2
fp,antôniojoão,107,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,56.7
cd,caarapó,110,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,67
br,caarapó,105,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,65
fp,aralmoreira,112,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,66.9
tm,aralmoreira,109,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,62.6
br,aralmoreira,119,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,62.5
tm,aralmoreira,111,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,62.4
ms,aralmoreira,103,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,62.1
ft,aralmoreira,111,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,60.4
ns,aralmoreira,109,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,60.3
br,aralmoreira,102,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,60
tm,aralmoreira,121,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,58.5
vm,aralmoreira,102,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,58.2
na,aralmoreira,109,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,57.5
na,aralmoreira,104,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,56.6
cd,aralmoreira,100,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,56.3
br,aralmoreira,110,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,56.2
br,aralmoreira,111,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,55.5
cd,aralmoreira,120,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,47.2
fu,aralmoreira,105,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,42.6
sy,aralmoreira,107,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,64.8
br,sãogabrieldooeste,120,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,39.4
fp,caarapó,120,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,64.1
sy,sãogabrieldooeste,117,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,45.5
tm,naviraí,119,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,57
cd,naviraí,115,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,55.1
ms,aralmoreira,118,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,52.5
cd,aralmoreira,113,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,48.1
br,sãogabrieldooeste,136,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,74.7
ig,sãogabrieldooeste,103,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,74.4
br,sãogabrieldooeste,124,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,73.9
br,naviraí,126,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,76
na,aralmoreira,120,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,63.3
vm,aralmoreira,125,2010-2011,1,0,0,1,1,0,0,1,0,1,0,0,58.7
br,aralmoreira,94,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,57.1
tm,aralmoreira,90,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,56.7
sy,aralmoreira,93,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,56.6
na,dourados,99,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,44.1
na,aralmoreira,97,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,48.9
br,aralmoreira,95,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,48.9
br,aralmoreira,120,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,46.1
br,aralmoreira,102,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,35.8
br,sidrolândia,104,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,56.4
br,caarapó,102,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,64.8
ig,caarapó,99,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,64.1
br,caarapó,95,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,63.6
br,caarapó,101,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,61.7
br,caarapó,111,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,62.8
br,caarapó,99,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,63.4
cd,caarapó,101,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,59.7
cd,caarapó,108,2010-2011,2,0,0,1,1,0,0,1,0,1,0,0,59.3
