site,material,depth,rain_q1.low,rain_q1.med,rain_q1.high,rain_q2.norain,rain_q2.low,rain_q2.med,rain_q3.norain,rain_q3.low,rain_q4.low,rain_q4.med,rain_q4.high,PH_CACL2,PH_AGUA,MO_GDM3,P_meh_MG_DM3,P_res_MG_DM3,K_MG_DM3,CA_CMOLCDM3,MG_CMOLCDM3,AL_CMOLCDM3,H_Al_CMOLCDM3,SOM_BASES,CTC,SAT_BASES,S_MG_DM3,ZN_MG_DM3,B_MG_DM3,CU_MG_DM3,MN_MG_DM3,FE_MG_DM3,REL_CAMG,SATPOR_K,SATPOR_CA,SATPOR_MG,SATPOR_H,SATDE_AL,ARGILA,productivity
bonito,2b,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,119.7
bonito,ag,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,121.9
bonito,ag,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,121.9
bonito,bg,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,114
bonito,bg,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,114
bonito,bx,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,105
bonito,bx,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,105
bonito,2b,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,127.3
bonito,2b,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,127.3
bonito,90,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,91.3
bonito,90,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,91.3
bonito,p3,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,114.8
bonito,p3,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,114.8
bonito,cd,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,116.9
bonito,cd,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,116.9
bonito,ag,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,110.3
bonito,ag,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,110.3
bonito,rb,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,127.8
bonito,rb,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,127.8
bonito,su,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,134
bonito,su,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,134
bonito,p3,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,133
bonito,p3,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,133
bonito,as,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,132
bonito,as,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,132
bonito,as,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,123.3
bonito,as,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,123.3
bonito,ag,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,105.3
bonito,ag,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,105.3
bonito,as,20-40,1,0,0,0,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,135.7
bonito,as,00-20,1,0,0,0,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,135.7
bonito,dk,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,127.5
bonito,dk,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,127.5
bonito,fe,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,121.6
bonito,fe,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,121.6
bonito,br,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,128.4
bonito,br,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,128.4
bonito,bx,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,132.2
bonito,bx,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,132.2
bonito,de,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,120.6
bonito,de,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,120.6
bonito,bg,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,120.6
bonito,bg,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,120.6
bonito,30,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,110.3
bonito,30,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,110.3
bonito,gn,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,111.9
bonito,gn,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,111.9
bonito,st,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,122.9
bonito,st,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,122.9
bonito,as,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,104.2
bonito,as,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,104.2
bonito,as,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,116.8
bonito,as,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,116.8
bonito,ag,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,116.1
bonito,ag,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,116.1
bonito,60,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,105.4
bonito,60,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,105.4
bonito,gn,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,126.5
bonito,gn,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,126.5
bonito,as,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,105.3
bonito,as,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,105.3
bonito,cd,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,116.7
bonito,cd,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,116.7
bonito,fa,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,135.1
bonito,fa,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,135.1
bonito,2b,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,91.3
bonito,2b,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,91.3
bonito,bx,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,130.5
bonito,bx,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,130.5
bonito,20,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,125.7
bonito,20,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,125.7
bonito,p3,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,118.2
bonito,p3,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,118.2
bonito,rb,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,126.9
bonito,rb,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,126.9
bonito,fa,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,126.1
bonito,fa,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,126.1
bonito,mg,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,126.1
bonito,mg,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,126.1
bonito,bg,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,125.2
bonito,bg,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,125.2
bonito,mg,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,135.1
bonito,mg,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,135.1
bonito,cd,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,117.8
bonito,cd,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,117.8
bonito,br,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,119.1
bonito,br,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,119.1
bonito,ns,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,111.9
bonito,ns,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,111.9
bonito,dk,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,110.1
bonito,dk,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,110.1
bonito,p3,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,132.1
bonito,p3,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,132.1
bonito,as,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,127.9
bonito,as,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,127.9
bonito,xb,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,99.7
bonito,xb,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,99.7
bonito,ag,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,121.9
bonito,ag,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,121.9
bonito,as,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,109.5
bonito,as,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,109.5
bonito,dk,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,124.1
bonito,dk,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,124.1
bonito,xb,20-40,0,1,0,1,0,0,0,1,0,1,0,5.6,6.2,18,4,47.4,0.9,4.7,2,0,2,6.8,8.8,77,21,3.9,0.32,1,40,38.3,2,4.8,32.45,21,22.3,0,31.6,104.1
bonito,xb,00-20,0,1,0,1,0,0,0,1,0,1,0,5.3,6,26,19,71,2.8,4.6,2.4,0,2.3,7.3,9.6,76,4,1.1,0.26,0.9,34.1,13,2,6.41,15.6,24.7,31.82,0,37.9,104.1
bonito,30,00-20,0,1,0,0,1,0,1,0,0,0,1,4.8,5.6,39,11.97,32,0.3,6.6,2.2,0,4.5,9.1,13.6,67,7,1.2,0.24,1.5,22.9,26,3,0.52,53,19.53,32.1,0,34,154.8
bonito,30,20-40,0,1,0,0,1,0,1,0,0,0,1,5.3,5.9,31,11,11,0.11,6.8,2,0,3.2,8.9,12.1,73,26,0.6,0.15,1.2,10.8,11,3.4,1.7,53,18.57,29.14,0,38.9,154.8
bonito,as,00-20,0,1,0,0,1,0,1,0,0,0,1,4.8,5.6,39,11.97,32,0.3,6.6,2.2,0,4.5,9.1,13.6,67,7,1.2,0.24,1.5,22.9,26,3,0.52,53,19.53,32.1,0,34,84.1
bonito,as,20-40,0,1,0,0,1,0,1,0,0,0,1,5.3,5.9,31,11,11,0.11,6.8,2,0,3.2,8.9,12.1,73,26,0.6,0.15,1.2,10.8,11,3.4,1.7,53,18.57,29.14,0,38.9,84.1
bonito,p2,00-20,0,1,0,0,1,0,1,0,0,0,1,4.8,5.6,39,11.97,32,0.3,6.6,2.2,0,4.5,9.1,13.6,67,7,1.2,0.24,1.5,22.9,26,3,0.52,53,19.53,32.1,0,34,118.9
bonito,p2,20-40,0,1,0,0,1,0,1,0,0,0,1,5.3,5.9,31,11,11,0.11,6.8,2,0,3.2,8.9,12.1,73,26,0.6,0.15,1.2,10.8,11,3.4,1.7,53,18.57,29.14,0,38.9,118.9
bonito,ns,00-20,0,1,0,0,1,0,1,0,0,0,1,4.8,5.6,39,11.97,32,0.3,6.6,2.2,0,4.5,9.1,13.6,67,7,1.2,0.24,1.5,22.9,26,3,0.52,53,19.53,32.1,0,34,133.9
bonito,ns,20-40,0,1,0,0,1,0,1,0,0,0,1,5.3,5.9,31,11,11,0.11,6.8,2,0,3.2,8.9,12.1,73,26,0.6,0.15,1.2,10.8,11,3.4,1.7,53,18.57,29.14,0,38.9,133.9
bonito,su,00-20,0,1,0,0,1,0,1,0,0,0,1,4.8,5.6,39,11.97,32,0.3,6.6,2.2,0,4.5,9.1,13.6,67,7,1.2,0.24,1.5,22.9,26,3,0.52,53,19.53,32.1,0,34,114.8
bonito,su,20-40,0,1,0,0,1,0,1,0,0,0,1,5.3,5.9,31,11,11,0.11,6.8,2,0,3.2,8.9,12.1,73,26,0.6,0.15,1.2,10.8,11,3.4,1.7,53,18.57,29.14,0,38.9,114.8
